model,tahun,harga,transmisi,odometer,jenis,pajak,konsumsiBBM,mesin
 CRF 150,2015.41,11504.07,Kopling,77388.89,Sport,27.32,28.72,94.87
 Sonic 150,2014.23,31866.01,Manual,117399.47,Skuter,174.87,116.58,80.88
 BeAT ,2017.67,32215.8,Manual,7162.59,Sport,183.52,67.61,22.59
 Revo,2017.52,33229.33,Manual,105699.31,Skuter,218.61,73.45,69.18
 CB150R,2015.89,20029.67,Kopling,67548.6,Skuter,228.36,110.0,81.73
 Sonic 150,2013.99,24923.65,Manual,31052.68,Bebek,231.23,87.1,142.61
 Sonic 150,2013.04,28087.92,Automatic,113742.37,Sport,199.03,87.12,54.98
 BeAT Street,2011.85,7886.53,Automatic,58261.98,Trail,64.74,56.76,147.01
 Genio,2013.84,22548.26,Kopling,40417.34,Skuter,121.27,108.89,81.35
 CB150R,2014.31,4869.06,Manual,22745.83,Skuter,232.84,44.09,36.37
 Vario 125,2016.41,19322.56,Automatic,30153.0,Skuter,286.03,33.16,28.75
 PCX,2016.27,8629.94,Kopling,99383.19,Sport,23.68,46.59,21.25
 Vario 125,2011.56,9506.01,Automatic,73681.87,Sport,160.66,53.97,67.94
 CRF 150,2014.16,15188.12,Manual,108842.57,Sport,93.76,55.38,3.29
 CRF 150,2012.45,17290.61,Kopling,28684.18,Skuter,67.62,93.04,66.76
 BeAT,2012.25,23241.36,Automatic,15644.04,Trail,151.74,49.13,148.26
 CB150R,2017.62,6121.09,Kopling,2107.25,Trail,181.83,93.64,100.52
 Vario 125,2011.34,19513.68,Automatic,61145.54,Sport,2.93,36.84,113.97
 CRF 150,2014.35,9496.72,Automatic,118850.8,Trail,234.06,42.28,17.85
 BeAT Street,2012.35,21706.45,Manual,83159.92,Skuter,245.96,77.36,70.97
 Supra X 125,2018.03,23685.39,Manual,37676.4,Sport,289.65,117.42,42.93
 BeAT ,2015.46,21167.77,Automatic,104561.3,Sport,54.19,111.38,134.11
 Supra X 125,2012.85,26833.08,Kopling,93367.66,Skuter,178.37,121.97,27.19
 Verza,2015.02,14269.67,Kopling,3204.73,Sport,127.99,91.1,68.81
 Vario 125,2016.85,27669.56,Manual,97501.99,Skuter,100.45,93.55,88.21
 BeAT,2018.66,17300.9,Automatic,36750.68,Sport,169.69,88.63,77.11
 Verza,2012.76,18905.07,Manual,19001.43,Trail,234.71,88.41,124.54
 CRF 150,2018.09,24019.14,Automatic,28020.86,Sport,6.92,42.27,34.72
 Revo,2018.47,4371.76,Automatic,56523.63,Sport,290.82,80.74,56.61
 Supra GTR,2018.33,24202.97,Manual,51380.54,Sport,242.96,65.45,118.81
 Revo,2016.08,23098.24,Kopling,35381.19,Bebek,225.35,70.93,79.21
 CB150R,2016.04,13465.92,Manual,21654.04,Trail,228.12,78.79,60.32
 Sonic 150,2014.23,6475.7,Automatic,91074.31,Skuter,116.72,40.45,4.42
 BeAT ,2017.02,6636.1,Manual,117886.33,Bebek,225.49,62.87,113.01
 Vario 125,2015.25,32602.66,Kopling,92905.18,Trail,116.03,34.15,145.83
 BeAT,2016.42,25303.83,Kopling,36210.65,Sport,269.61,123.03,93.04
 BeAT,2014.43,7764.47,Automatic,30194.98,Sport,53.17,39.5,128.48
 Genio,2016.85,14928.41,Manual,27001.35,Skuter,87.7,53.08,77.53
 CRF 150,2017.6,22283.88,Kopling,17474.41,Skuter,165.4,114.46,34.75
 Supra GTR,2012.17,29868.0,Manual,66260.0,Trail,95.76,74.82,2.17
 PCX,2017.66,5161.18,Kopling,72621.8,Trail,127.27,41.16,98.01
 PCX,2015.32,11181.72,Automatic,84399.74,Skuter,147.73,65.27,73.97
 PCX,2017.76,31558.28,Automatic,81424.23,Trail,256.91,39.24,117.31
 Vario 125,2014.45,4084.96,Manual,35786.65,Skuter,156.96,47.42,104.2
 PCX,2014.03,10082.45,Automatic,40255.06,Sport,108.74,33.05,148.19
 BeAT Street,2018.32,33719.6,Kopling,81577.32,Skuter,74.32,70.51,76.55
 Supra X 125,2013.01,22936.52,Automatic,42506.66,Bebek,122.6,106.24,64.08
 BeAT,2017.75,11962.88,Kopling,26408.03,Skuter,154.72,84.84,43.01
 Supra GTR,2014.87,5889.06,Kopling,45435.02,Skuter,223.83,86.82,71.53
 Supra X 125,2015.11,4678.54,Automatic,33404.15,Bebek,36.31,47.46,130.93
 Sonic 150,2013.47,11434.8,Kopling,11781.79,Bebek,66.48,61.36,6.37
 Supra GTR,2015.58,31300.48,Kopling,99064.31,Bebek,113.9,109.99,146.69
 Supra X 125,2013.6,16775.09,Manual,101767.23,Bebek,108.12,36.52,149.0
 Supra GTR,2011.31,26272.68,Manual,27246.6,Skuter,117.52,111.22,89.67
 Sonic 150,2013.18,32448.57,Manual,9012.03,Trail,238.06,74.92,49.73
 Verza,2011.05,16529.45,Automatic,88320.7,Bebek,97.25,109.2,33.46
 BeAT Street,2018.83,9766.66,Manual,26279.25,Sport,150.57,58.85,41.47
 Vario 125,2018.73,19932.56,Kopling,47682.23,Skuter,187.17,60.87,7.52
 Vario 125,2014.16,32130.3,Automatic,8937.09,Trail,69.65,100.91,71.27
 CRF 150,2016.83,28894.68,Automatic,28013.65,Sport,215.61,104.14,8.6
 BeAT,2013.77,5852.83,Automatic,94683.09,Skuter,164.13,50.28,107.77
 PCX,2016.37,25406.58,Automatic,96035.48,Skuter,134.03,122.37,55.79
 BeAT Street,2017.44,21641.63,Kopling,25756.39,Sport,242.94,36.2,29.9
 Revo,2018.57,32110.94,Kopling,40914.29,Bebek,73.05,34.64,81.73
 PCX,2014.2,7620.3,Manual,17185.36,Bebek,264.95,85.76,146.06
 CRF 150,2017.27,20460.39,Automatic,10118.08,Sport,168.31,98.11,104.27
 BeAT,2013.13,31237.36,Manual,118128.93,Trail,182.75,121.21,73.76
 CB150R,2018.92,16591.33,Kopling,78527.53,Bebek,262.52,67.28,116.54
 CRF 150,2011.21,18836.76,Automatic,65173.53,Skuter,245.27,30.45,110.62
 BeAT Street,2015.83,5997.3,Kopling,91458.79,Skuter,180.47,86.48,133.76
 Supra X 125,2016.28,12476.8,Manual,100233.64,Trail,225.96,56.1,30.7
 Supra GTR,2016.5,13923.28,Kopling,96308.25,Skuter,130.0,70.0,128.83
 Revo,2011.96,33285.88,Automatic,3337.02,Bebek,164.21,75.38,45.15
 BeAT Street,2018.51,12617.94,Automatic,23370.63,Trail,18.62,34.26,141.15
 Sonic 150,2012.45,18177.64,Manual,78446.5,Bebek,26.96,75.14,42.16
 CB150R,2015.98,24743.03,Automatic,45602.47,Trail,248.83,69.35,139.03
 Sonic 150,2012.78,8858.96,Kopling,116988.93,Sport,17.9,97.12,144.57
 Vario 125,2013.46,18975.52,Kopling,79681.86,Skuter,50.82,90.63,21.82
 Vario 125,2015.37,26840.68,Kopling,113937.59,Trail,238.75,45.97,146.17
 CRF 150,2014.34,30844.02,Kopling,25092.99,Sport,0.34,48.0,12.86
 PCX,2012.28,23337.66,Manual,103043.32,Bebek,84.72,52.35,32.79
 Supra X 125,2012.37,24672.8,Kopling,39200.99,Sport,175.21,45.36,66.63
 Revo,2014.35,7738.92,Manual,117822.21,Bebek,178.63,91.75,149.04
 CRF 150,2017.06,33306.28,Kopling,19944.49,Trail,233.15,124.46,73.28
 BeAT ,2018.18,7935.18,Manual,62143.03,Trail,151.78,91.25,82.56
 CB150R,2011.67,27968.02,Kopling,94676.3,Skuter,152.82,86.85,104.16
 CB150R,2014.14,12061.0,Kopling,52295.28,Skuter,217.59,67.76,145.24
 CRF 150,2011.8,32926.17,Manual,56465.3,Trail,149.59,58.32,117.5
 CRF 150,2011.13,26261.02,Automatic,117444.64,Bebek,182.55,116.37,33.62
 BeAT Street,2016.29,27317.23,Automatic,51432.33,Bebek,269.33,121.99,45.45
 PCX,2015.82,10633.43,Automatic,72465.52,Trail,120.44,76.19,14.64
 Vario 125,2012.3,17621.4,Manual,7808.08,Bebek,115.54,56.15,96.67
 PCX,2012.87,23074.15,Automatic,100484.6,Trail,1.06,102.7,27.11
 Supra GTR,2011.19,27821.41,Automatic,77653.8,Skuter,184.03,40.85,38.61
 BeAT Street,2017.68,7042.43,Manual,48927.6,Bebek,8.93,102.26,133.22
 BeAT Street,2018.8,33823.84,Automatic,3293.49,Skuter,151.24,107.44,49.01
 Revo,2012.08,31572.99,Automatic,71006.16,Sport,241.27,40.12,85.0
 Supra X 125,2012.85,12233.61,Automatic,2880.31,Skuter,164.98,122.76,59.63
 BeAT,2017.95,29468.3,Manual,1532.62,Sport,80.89,123.59,11.1
 Verza,2018.41,19970.19,Manual,73880.54,Skuter,235.85,118.86,54.43
 BeAT,2014.36,18206.9,Automatic,23630.56,Skuter,80.92,76.12,61.21
 CRF 150,2011.4,13609.03,Automatic,23968.3,Bebek,219.91,51.87,134.36
 Genio,2011.32,21924.64,Manual,78254.28,Skuter,183.08,84.45,48.67
 Genio,2015.59,26570.81,Automatic,7708.96,Trail,51.0,68.73,56.89
 BeAT Street,2014.14,16619.7,Manual,38265.98,Bebek,271.54,47.98,117.43
 PCX,2011.23,23430.01,Automatic,18973.01,Bebek,60.19,69.1,113.84
 Supra GTR,2015.67,25616.86,Manual,69653.97,Bebek,296.88,92.4,119.74
 Revo,2011.09,25985.29,Kopling,79253.63,Skuter,2.19,34.88,143.07
 BeAT ,2017.3,5420.29,Kopling,86239.12,Bebek,79.05,60.34,119.33
 Genio,2013.45,30622.27,Manual,31421.25,Sport,59.96,29.73,61.14
 Revo,2011.32,18096.05,Kopling,11892.04,Sport,4.2,100.7,123.23
 BeAT Street,2015.71,11986.12,Automatic,10648.84,Skuter,219.71,90.15,76.3
 Supra X 125,2014.18,11341.81,Manual,51531.57,Bebek,208.03,34.08,41.66
 Sonic 150,2018.79,18868.56,Manual,112678.11,Trail,237.71,121.58,45.44
 BeAT,2015.35,31467.26,Automatic,27008.78,Trail,77.01,30.19,33.58
 Supra GTR,2013.2,15603.07,Automatic,31598.96,Sport,133.3,85.23,21.75
 Vario 125,2016.68,27189.69,Manual,13261.48,Skuter,197.73,103.31,27.67
 CRF 150,2013.17,6819.65,Automatic,72641.79,Skuter,131.93,104.43,9.48
 Revo,2018.23,18651.49,Manual,81384.16,Skuter,209.2,31.33,133.27
 Supra X 125,2014.0,34738.62,Automatic,77037.64,Skuter,190.19,115.92,139.65
 BeAT ,2015.4,27835.89,Manual,102710.72,Skuter,34.39,117.09,88.02
 Verza,2011.4,10367.28,Automatic,58623.38,Bebek,234.31,82.45,126.07
 BeAT,2014.41,19443.47,Automatic,17211.08,Bebek,216.2,74.76,27.54
 Vario 125,2017.66,11087.86,Kopling,35442.12,Bebek,196.75,32.35,135.25
 BeAT,2017.45,16576.89,Kopling,79331.85,Trail,46.53,82.51,75.95
 BeAT Street,2012.79,28136.84,Kopling,73530.32,Bebek,80.4,67.71,10.07
 Verza,2012.81,27860.44,Automatic,63868.3,Skuter,117.95,102.96,21.2
 BeAT,2017.54,10915.5,Manual,81747.91,Skuter,83.98,67.18,46.35
 BeAT ,2018.44,32571.45,Automatic,76385.77,Trail,68.34,94.31,6.53
 Supra X 125,2011.76,22286.53,Kopling,105086.81,Trail,241.61,37.84,46.39
 CRF 150,2014.6,15652.26,Automatic,70341.1,Sport,191.47,40.9,8.99
 Genio,2013.7,19458.89,Kopling,93000.46,Trail,169.64,41.55,35.4
 Verza,2017.97,22676.62,Kopling,30653.64,Sport,67.79,32.42,39.85
 BeAT Street,2011.67,21267.02,Manual,81185.28,Bebek,275.42,80.51,149.16
 Vario 125,2012.69,18974.35,Manual,107542.26,Skuter,57.35,105.01,35.33
 PCX,2017.02,19552.4,Kopling,46775.88,Sport,238.49,87.21,35.88
 CB150R,2011.41,9302.88,Kopling,93059.62,Sport,290.0,83.77,103.02
 Revo,2014.94,29155.45,Automatic,86668.98,Sport,218.13,94.02,128.9
 CRF 150,2014.54,20701.38,Kopling,8394.79,Trail,297.86,60.95,58.06
 BeAT,2013.68,7888.56,Automatic,69810.69,Trail,195.32,63.11,131.34
 Genio,2014.16,27702.34,Kopling,16708.95,Trail,65.24,58.48,51.02
 Verza,2015.24,32890.32,Manual,115204.81,Sport,61.15,97.07,29.55
 BeAT,2012.29,33354.03,Manual,96860.4,Bebek,97.37,43.68,49.45
 Sonic 150,2015.58,15311.98,Kopling,14300.99,Skuter,2.14,29.26,91.4
 Revo,2017.44,8026.99,Automatic,15716.22,Trail,204.51,85.83,55.07
 PCX,2017.08,19972.55,Automatic,71336.2,Bebek,80.6,119.41,100.93
 BeAT ,2012.23,7312.3,Automatic,41970.32,Trail,244.55,87.11,35.54
 CB150R,2012.19,32938.47,Kopling,5497.99,Trail,107.75,103.94,105.15
 Supra X 125,2013.15,9526.5,Kopling,65120.0,Sport,143.99,93.26,52.12
 BeAT,2013.89,11685.04,Manual,47024.47,Sport,289.71,76.25,68.38
 PCX,2014.27,16485.65,Manual,13283.56,Trail,72.65,97.68,83.66
 PCX,2016.44,15753.35,Kopling,95744.15,Skuter,216.38,107.94,102.93
 BeAT ,2011.45,28591.69,Manual,109058.02,Trail,226.54,49.8,35.81
 Supra GTR,2011.28,18035.63,Automatic,90411.09,Skuter,66.3,60.6,125.39
 BeAT ,2014.14,9126.8,Automatic,98156.39,Bebek,150.3,49.7,108.28
 BeAT,2016.58,12135.68,Kopling,26863.06,Trail,105.06,71.86,35.11
 Supra GTR,2012.55,19682.83,Automatic,32402.73,Skuter,231.57,113.85,146.25
 Supra GTR,2016.13,8399.41,Kopling,25926.14,Bebek,186.74,61.49,99.72
 Genio,2013.08,22882.05,Automatic,91407.6,Bebek,142.79,64.32,67.86
 Genio,2018.09,21449.75,Kopling,112921.98,Sport,233.81,111.46,23.63
 Vario 125,2018.17,26097.0,Automatic,85733.35,Bebek,70.55,77.99,79.98
 Verza,2013.38,33054.45,Automatic,105103.5,Sport,226.09,79.94,24.72
 Verza,2012.84,32260.43,Manual,76539.7,Bebek,259.61,111.5,64.42
 BeAT Street,2014.29,33315.61,Manual,47002.68,Bebek,263.59,75.58,61.31
 CRF 150,2012.92,11433.88,Manual,51485.69,Skuter,235.1,94.11,107.99
 Supra X 125,2016.38,7903.71,Manual,10253.24,Skuter,122.4,36.31,28.86
 Verza,2017.61,13229.73,Manual,5092.22,Sport,294.54,45.33,123.28
 Genio,2016.38,31724.76,Manual,83219.96,Trail,113.88,67.22,48.92
 Vario 125,2017.59,34126.1,Kopling,52976.11,Skuter,191.59,76.0,66.6
 Vario 125,2014.18,30609.08,Kopling,66364.07,Bebek,48.32,121.68,115.85
 Supra GTR,2012.25,7231.44,Manual,67004.86,Sport,294.13,122.15,93.81
 BeAT Street,2016.9,33357.81,Kopling,34026.76,Sport,211.2,110.57,46.2
 CRF 150,2013.88,17007.35,Manual,57384.04,Sport,226.01,58.61,57.93
 BeAT ,2016.37,4089.47,Kopling,56780.18,Bebek,19.73,121.51,45.87
 Supra X 125,2013.17,17601.24,Automatic,47092.96,Skuter,229.03,94.87,89.22
 BeAT,2011.65,5236.31,Kopling,97950.84,Trail,232.42,66.12,49.89
 Supra GTR,2018.94,20767.45,Kopling,54474.51,Sport,201.53,96.06,108.85
 BeAT ,2012.25,14361.55,Kopling,72415.21,Bebek,87.57,29.6,86.97
 Verza,2018.91,18569.7,Automatic,106757.0,Skuter,146.91,42.18,21.86
 BeAT Street,2018.82,22929.3,Manual,103311.18,Skuter,33.13,108.48,46.54
 Supra GTR,2017.35,30904.73,Kopling,106157.19,Trail,141.48,90.62,33.22
 Revo,2016.28,24449.67,Kopling,33159.52,Sport,73.15,63.33,58.55
 Verza,2015.62,17340.89,Automatic,5507.0,Bebek,104.73,76.56,77.4
 BeAT ,2017.93,29364.33,Manual,32107.86,Skuter,48.78,115.8,76.01
 Supra X 125,2013.32,32052.26,Kopling,34183.43,Bebek,69.02,89.26,113.18
 BeAT,2014.74,7535.39,Automatic,108385.43,Skuter,22.97,66.62,28.38
 BeAT ,2015.96,20394.78,Manual,77780.25,Sport,275.97,39.67,141.97
 Supra GTR,2014.29,12675.49,Manual,11004.21,Sport,159.12,56.49,51.43
 Supra GTR,2014.42,5267.26,Kopling,17319.51,Trail,119.02,122.9,45.04
 BeAT,2013.64,24656.99,Kopling,19707.7,Skuter,160.51,70.42,102.78
 PCX,2015.51,30716.59,Kopling,75565.79,Bebek,188.49,73.77,120.83
 Supra X 125,2017.8,8881.4,Kopling,87919.08,Skuter,276.56,76.36,56.77
 Sonic 150,2012.61,29145.49,Automatic,102535.84,Bebek,53.61,113.76,112.03
 Verza,2018.48,30424.09,Automatic,112065.36,Trail,88.67,86.58,132.56
 Vario 125,2016.51,32325.51,Kopling,25123.36,Skuter,292.74,95.29,115.02
 BeAT,2017.59,12075.63,Manual,37838.52,Sport,111.36,65.77,5.13
 Supra X 125,2015.45,32001.43,Kopling,29667.15,Bebek,6.77,30.82,124.11
 Vario 125,2017.24,13803.36,Manual,43602.53,Sport,44.29,118.3,116.17
 Supra X 125,2011.13,21031.39,Manual,109009.58,Trail,7.9,120.07,100.39
 Supra X 125,2017.55,5374.78,Manual,69058.17,Trail,296.98,120.07,114.0
 BeAT ,2011.32,5168.05,Automatic,88245.92,Bebek,83.66,119.54,146.91
 CRF 150,2018.12,26273.92,Manual,59057.94,Skuter,277.06,107.08,64.67
 Supra X 125,2018.94,17666.33,Manual,4786.39,Sport,298.77,94.41,10.08
 CRF 150,2013.35,11795.07,Automatic,8944.18,Sport,179.95,109.92,69.13
 PCX,2012.68,9739.71,Manual,64682.49,Bebek,9.96,86.25,6.97
 Sonic 150,2017.12,24700.88,Manual,85963.0,Bebek,24.48,41.03,44.14
 Supra GTR,2013.02,3811.53,Kopling,26726.57,Bebek,144.48,65.95,88.03
 CB150R,2017.92,28942.0,Manual,86330.16,Trail,121.85,122.22,46.44
 Vario 125,2011.82,6271.51,Manual,96773.12,Trail,181.85,62.06,102.81
 Supra GTR,2012.01,9773.28,Manual,49854.45,Sport,131.65,112.18,123.3
 CB150R,2018.83,15849.19,Manual,89213.94,Skuter,280.22,37.04,63.07
 Sonic 150,2016.39,18926.11,Manual,48928.76,Bebek,160.42,60.42,135.02
 Sonic 150,2017.78,14874.49,Automatic,81205.06,Trail,208.12,62.04,11.98
 Vario 125,2013.59,13804.9,Manual,91282.13,Skuter,268.95,33.01,126.02
 Vario 125,2016.41,33872.22,Manual,118100.09,Bebek,44.06,39.55,124.29
 Sonic 150,2015.75,23815.64,Automatic,42030.03,Skuter,68.92,46.74,48.3
 CB150R,2015.83,4530.08,Automatic,49753.65,Bebek,32.2,109.27,44.81
 BeAT,2016.46,17220.06,Manual,20877.69,Skuter,41.89,34.15,45.76
 Supra X 125,2015.6,31098.4,Manual,25402.03,Sport,153.78,56.97,121.71
 Verza,2014.43,13204.13,Manual,82975.16,Bebek,96.35,28.99,124.75
 BeAT Street,2013.21,6749.06,Kopling,109289.67,Bebek,126.95,95.48,49.46
 CRF 150,2017.15,27459.85,Kopling,47819.82,Sport,294.75,88.17,88.89
 Revo,2012.81,22706.03,Manual,22551.32,Bebek,47.01,90.56,20.84
 BeAT Street,2016.54,21592.18,Automatic,34935.52,Bebek,162.24,64.32,70.32
 Supra GTR,2012.87,5470.54,Manual,54931.93,Trail,29.66,48.2,149.82
 BeAT ,2016.0,8182.43,Automatic,35588.63,Sport,95.55,97.87,23.83
 Supra GTR,2016.98,23221.92,Automatic,28873.68,Trail,158.26,106.68,142.13
 BeAT ,2012.75,10282.9,Automatic,87986.2,Sport,283.99,41.44,123.64
 CB150R,2011.48,19525.48,Manual,2314.03,Skuter,117.37,75.22,145.83
 BeAT ,2012.05,20798.76,Manual,64836.32,Sport,19.47,52.13,26.94
 Vario 125,2015.85,12644.14,Automatic,94784.81,Sport,116.45,44.31,32.03
 BeAT,2017.8,33388.92,Kopling,32715.15,Trail,43.72,99.23,2.53
 Verza,2011.36,30083.04,Kopling,72373.68,Bebek,69.0,80.2,108.71
 Verza,2016.87,26336.33,Kopling,80093.12,Sport,185.43,48.97,96.61
 Vario 125,2013.73,6232.33,Automatic,78460.55,Bebek,20.23,58.07,26.71
 BeAT,2014.83,7110.15,Manual,53849.22,Sport,139.42,121.77,118.67
 PCX,2018.43,19173.29,Automatic,42169.02,Trail,182.84,110.32,44.88
 BeAT Street,2013.66,8813.1,Kopling,99744.99,Sport,126.56,113.35,20.25
 CB150R,2014.72,34319.9,Manual,90628.99,Skuter,5.74,72.62,63.38
 BeAT Street,2011.11,8744.67,Automatic,39189.56,Sport,295.66,88.51,13.65
 PCX,2011.65,19007.51,Automatic,13512.14,Sport,110.13,64.55,39.49
 PCX,2013.07,15159.21,Kopling,9839.8,Bebek,233.57,35.54,55.7
 Supra GTR,2011.22,23747.22,Automatic,12483.42,Bebek,97.69,66.9,127.78
 Sonic 150,2016.05,7824.81,Manual,69970.83,Skuter,142.51,85.62,118.88
 Supra GTR,2014.41,17224.44,Kopling,7469.52,Sport,116.54,55.85,66.41
 Sonic 150,2015.39,12369.52,Kopling,41033.48,Bebek,102.76,110.25,108.69
 Revo,2012.4,31495.96,Manual,90011.72,Sport,6.56,42.66,85.3
 BeAT ,2013.37,5065.23,Kopling,36023.71,Trail,108.01,63.61,51.13
 BeAT,2016.31,32306.38,Automatic,91201.07,Trail,266.85,40.12,108.88
 Sonic 150,2018.72,29787.58,Automatic,89101.91,Skuter,207.12,67.27,102.52
 BeAT Street,2011.4,13082.91,Kopling,30314.77,Trail,43.63,31.85,92.86
 Vario 125,2018.12,28424.08,Manual,87143.49,Bebek,177.35,54.44,92.69
 Supra GTR,2015.62,4772.83,Automatic,89373.65,Bebek,267.67,66.87,102.45
 BeAT,2015.51,33964.24,Manual,48155.03,Skuter,210.01,74.38,57.68
 CB150R,2015.0,20228.24,Automatic,26148.86,Sport,44.61,80.74,130.36
 BeAT,2011.56,13261.06,Automatic,62723.2,Bebek,260.35,54.67,24.35
 CRF 150,2011.72,15111.23,Kopling,109801.72,Trail,90.46,78.74,132.58
 BeAT ,2015.81,5870.78,Kopling,76647.67,Bebek,136.22,77.37,51.34
 CRF 150,2013.73,34665.72,Manual,21736.89,Skuter,157.84,58.67,18.75
 Revo,2018.34,5024.87,Kopling,81723.5,Trail,255.15,108.53,90.0
 Sonic 150,2014.25,24231.45,Automatic,51655.28,Trail,279.48,80.93,56.4
 Revo,2012.15,17611.92,Automatic,70989.69,Trail,278.9,60.23,122.32
 CB150R,2016.72,33404.24,Manual,87760.24,Skuter,2.39,119.89,64.62
 PCX,2013.35,11473.95,Manual,61979.19,Skuter,276.57,109.98,100.28
 CRF 150,2015.2,20399.58,Automatic,97163.54,Sport,16.32,123.31,46.24
 Verza,2016.58,18848.03,Kopling,86359.1,Sport,79.73,95.15,31.42
 CRF 150,2018.2,25727.73,Kopling,73759.91,Sport,154.5,64.69,58.21
 CB150R,2017.34,5920.85,Manual,19133.13,Skuter,143.98,55.24,91.02
 Genio,2016.41,9845.03,Manual,99747.94,Trail,181.41,92.34,98.54
 CB150R,2016.44,10493.21,Automatic,111508.72,Trail,143.83,123.14,86.73
 Revo,2018.57,26828.57,Automatic,17506.18,Bebek,280.31,88.79,148.21
 BeAT,2013.37,9699.94,Manual,58836.96,Sport,72.16,113.52,103.66
 Vario 125,2011.01,21691.37,Automatic,31851.59,Trail,82.21,59.92,139.73
 Supra GTR,2013.18,10514.39,Manual,90167.46,Trail,276.22,67.47,17.69
 Vario 125,2012.74,30680.84,Manual,86297.22,Trail,23.02,115.91,9.21
 Revo,2016.29,33194.24,Kopling,17967.4,Trail,182.87,101.42,46.65
 Supra GTR,2016.07,19975.46,Manual,104581.15,Skuter,204.52,123.2,20.49
 Genio,2015.75,14790.68,Automatic,22684.11,Sport,151.66,103.15,78.88
 Verza,2011.13,11101.37,Kopling,95195.7,Trail,208.27,71.51,77.85
 BeAT ,2016.83,5352.12,Kopling,55158.85,Trail,51.83,79.51,86.26
 BeAT Street,2013.59,12175.93,Automatic,40015.19,Trail,255.79,115.35,111.78
 Revo,2016.32,24210.5,Automatic,20009.27,Trail,42.01,81.51,145.7
 BeAT,2015.45,20447.31,Automatic,21112.33,Bebek,120.24,52.77,131.74
 Sonic 150,2013.74,33252.14,Manual,79268.38,Trail,22.58,70.26,17.76
 Revo,2012.08,16162.45,Kopling,66154.09,Trail,163.56,78.08,50.78
 Revo,2011.76,25446.84,Manual,15755.45,Trail,200.92,37.38,38.37
 CRF 150,2017.65,19065.38,Manual,14650.92,Bebek,282.37,100.14,26.52
 CRF 150,2018.35,19790.87,Manual,9898.99,Skuter,221.8,38.61,81.71
 Supra GTR,2016.2,12153.29,Manual,88901.92,Bebek,162.33,67.28,82.99
 Supra X 125,2011.83,17993.01,Kopling,85150.33,Trail,279.79,106.05,34.09
 CB150R,2014.22,18487.02,Kopling,8265.93,Skuter,143.53,73.35,106.78
 BeAT,2016.83,25845.54,Manual,67311.82,Trail,168.36,109.68,109.94
 Supra X 125,2017.24,33146.03,Automatic,11353.91,Skuter,178.83,61.16,3.15
 Genio,2011.95,14073.49,Kopling,107724.82,Trail,122.99,120.89,59.36
 Sonic 150,2011.0,5115.61,Manual,108121.53,Trail,251.54,48.32,133.52
 CRF 150,2016.7,19282.91,Automatic,83544.4,Skuter,55.55,31.71,78.05
 Verza,2013.85,20785.65,Automatic,110365.46,Skuter,166.45,112.63,52.14
 PCX,2013.04,9054.18,Manual,96865.75,Trail,216.67,100.96,38.05
 Genio,2011.1,27524.74,Kopling,98876.02,Bebek,271.19,50.5,36.5
 PCX,2015.32,34527.8,Automatic,68422.26,Bebek,265.18,123.52,14.97
 BeAT,2017.81,33306.23,Kopling,37401.62,Bebek,152.62,76.72,122.58
 BeAT,2018.66,9948.51,Kopling,27017.03,Bebek,192.95,120.25,13.0
 PCX,2015.53,31109.46,Automatic,39889.03,Skuter,118.27,76.99,43.84
 BeAT,2015.12,25778.5,Manual,75339.14,Skuter,140.45,73.77,6.85
 Verza,2011.68,17958.56,Automatic,21705.6,Bebek,271.88,71.57,117.21
 Vario 125,2015.39,20665.52,Automatic,31822.35,Sport,279.21,60.48,5.89
 Supra X 125,2014.04,30305.68,Kopling,56462.57,Sport,268.62,79.77,46.25
 Revo,2015.86,18778.73,Manual,28811.44,Sport,41.51,71.9,85.99
 BeAT ,2014.11,15442.7,Kopling,70650.23,Trail,255.03,31.56,61.43
 PCX,2012.92,19187.83,Automatic,110010.97,Bebek,284.51,53.26,42.34
 Sonic 150,2011.76,21867.27,Manual,89410.45,Trail,108.37,48.67,41.28
 Genio,2013.52,9698.03,Manual,79802.09,Skuter,155.59,112.14,119.67
 Vario 125,2011.77,31906.42,Manual,69953.43,Skuter,233.73,86.09,146.1
 PCX,2012.42,24832.96,Manual,58802.46,Sport,168.62,102.08,52.21
 Vario 125,2018.9,23556.36,Manual,23341.92,Sport,298.05,120.81,5.87
 Vario 125,2014.55,6903.18,Automatic,106661.74,Skuter,136.71,90.47,5.48
 PCX,2015.25,22648.62,Automatic,30633.5,Sport,214.18,123.31,113.88
 Supra GTR,2017.99,7572.85,Automatic,12134.31,Sport,237.78,58.24,82.86
 CB150R,2018.96,6254.29,Kopling,89637.04,Skuter,148.23,46.07,117.54
 Sonic 150,2015.66,20250.57,Manual,22053.75,Trail,257.1,67.12,104.62
 Revo,2017.5,16365.51,Manual,45147.91,Sport,163.85,73.67,136.13
 Revo,2013.62,22169.29,Automatic,4718.98,Trail,123.5,114.85,132.87
 Sonic 150,2013.45,6582.64,Manual,17518.28,Sport,32.35,82.31,118.25
 Supra GTR,2014.22,17245.24,Kopling,21769.97,Bebek,118.02,56.34,71.28
 CRF 150,2016.38,9252.17,Manual,7792.84,Trail,220.18,100.04,46.22
 BeAT,2016.46,34595.54,Manual,78652.6,Trail,276.39,77.07,76.05
